avg_packet_size,byte_rate,duration,tcp_pct,unique_dst_ports,syn_ratio,ground_truth
1126.3,13961.25,4.55,0.88,1,0.11,Normal
775.96,38762.88,5.0,0.9,4,0.02,Normal
682.5,21829.97,8.95,0.93,5,0.07,Normal
120.07,37634.74,0.28,0.22,78,0.56,Suspicious
1017.19,58219.31,7.3,0.92,1,0.11,Normal
142.62,57056.88,0.5,0.16,43,0.36,Suspicious
732.73,56455.54,3.5,0.95,2,0.06,Normal
1376.79,24878.78,0.97,0.62,4,0.1,Normal
1327.77,38110.31,7.92,0.66,5,0.09,Normal
213.07,33697.39,1068.37,0.17,1,0.05,Priority
620.32,31403.01,1.11,0.86,2,0.02,Normal
1337.03,283515.34,119.85,0.88,1,0.03,Priority
1129.99,284679.04,272.11,0.71,3,0.03,Priority
252.38,41349.13,1390.82,0.14,1,0.02,Priority
1020.29,18363.33,0.96,0.87,3,0.05,Normal
1200.24,422995.16,177.22,0.75,1,0.02,Priority
1389.05,3817.36,2.95,0.77,2,0.02,Normal
76.65,12954.63,2.32,0.87,2,0.9,Suspicious
69.72,43668.25,2.11,0.95,2,0.81,Suspicious
1164.37,16637.74,0.31,0.63,4,0.14,Normal
1070.35,59408.86,6.63,0.86,3,0.09,Normal
593.95,52909.17,6.61,0.71,5,0.12,Normal
1344.5,243360.8,123.52,0.66,2,0.04,Priority
56.45,48017.97,0.16,0.36,13,0.47,Suspicious
705.27,12561.45,9.27,0.64,1,0.02,Normal
920.82,894317.55,27.32,0.94,2,0.03,Priority
1325.29,251100.77,54.4,0.93,1,0.03,Priority
60.64,22766.14,2.83,0.92,2,0.97,Suspicious
926.38,527281.41,121.03,0.94,1,0.02,Priority
1348.66,986751.95,24.39,0.98,1,0.03,Priority
1300.73,6833.51,1.26,0.7,3,0.1,Normal
734.24,47308.92,7.11,0.88,3,0.08,Normal
948.03,23530.43,8.12,0.8,4,0.02,Normal
268.48,47910.81,1374.45,0.2,2,0.02,Priority
1117.6,41853.73,9.91,0.64,3,0.1,Normal
1125.31,30418.84,6.12,0.91,3,0.04,Normal
1038.54,99876.52,294.61,0.54,3,0.05,Priority
1362.05,886862.21,299.36,0.91,2,0.01,Priority
101.29,20632.05,0.1,0.37,75,0.54,Suspicious
1415.86,225082.46,432.06,0.52,3,0.04,Priority
73.85,41738.6,0.59,0.93,1,0.92,Suspicious
1303.44,6739.6,2.61,0.83,1,0.11,Normal
1061.29,498282.32,185.15,0.69,2,0.02,Priority
116.82,50006.47,0.28,0.22,50,0.66,Suspicious
59.32,27604.89,1.34,0.86,2,0.9,Suspicious
48.73,15906.99,0.11,0.16,50,0.3,Suspicious
1292.08,57364.75,7.89,0.71,1,0.13,Normal
74.59,16242.04,0.88,0.97,1,0.99,Suspicious
1253.09,3743.53,6.24,0.8,5,0.09,Normal
707.82,15228.75,2.41,0.62,3,0.08,Normal
1136.82,464292.97,511.19,0.53,3,0.01,Priority
62.76,25615.37,2.7,0.96,1,0.73,Suspicious
67.8,1003.97,0.3,0.55,146,0.82,Suspicious
55.78,12177.08,1.29,0.99,2,0.92,Suspicious
827.49,356073.24,82.51,0.93,1,0.03,Priority
297.34,39679.77,1591.17,0.37,1,0.03,Priority
1179.96,29194.76,4.36,0.6,4,0.13,Normal
1031.84,27458.29,3.0,0.72,3,0.05,Normal
116.2,1012.05,0.73,0.53,71,0.6,Suspicious
153.02,43104.32,3532.42,0.37,1,0.03,Priority
62.1,6815.56,3.88,0.97,1,0.79,Suspicious
1022.28,499611.9,201.37,0.58,3,0.03,Priority
1317.46,55909.09,2.78,0.74,4,0.05,Normal
103.33,36199.51,0.37,0.38,60,0.53,Suspicious
1022.64,219233.96,105.31,0.81,2,0.03,Priority
48.79,21254.75,1.67,0.86,1,0.84,Suspicious
980.74,23899.85,1.79,0.68,3,0.04,Normal
64.41,27277.28,0.09,0.37,34,0.49,Suspicious
73.41,31594.18,2.48,0.89,2,0.97,Suspicious
1078.52,12706.2,4.99,0.88,2,0.09,Normal
1308.29,25584.14,3.21,0.74,1,0.03,Normal
1001.08,42878.48,9.51,0.69,5,0.11,Normal
535.23,19573.25,3.27,0.85,4,0.13,Normal
93.06,18541.99,0.21,0.33,44,0.43,Suspicious
1026.24,9636.01,1.97,0.9,4,0.11,Normal
245.86,72173.77,2341.76,0.22,2,0.03,Priority
1192.17,30190.68,3.07,0.66,5,0.13,Normal
1223.64,394984.93,439.7,0.63,2,0.02,Priority
105.63,27087.86,2612.86,0.33,2,0.03,Priority
946.68,53184.24,5.58,0.79,2,0.11,Normal
46.09,49424.05,3.86,0.91,2,0.99,Suspicious
70.35,39656.51,4.06,0.89,2,0.89,Suspicious
254.74,95624.37,702.71,0.23,2,0.04,Priority
716.54,47141.81,1.84,0.87,1,0.03,Normal
445.1,7458.59,3.98,0.64,3,0.14,Normal
45.05,21723.52,3.15,0.96,2,0.88,Suspicious
748.27,23983.4,5.16,0.93,4,0.14,Normal
1194.56,189702.75,57.17,0.91,1,0.02,Priority
1281.76,921698.08,175.02,0.99,1,0.03,Priority
1375.49,444443.89,60.62,0.87,1,0.02,Priority
1222.76,31581.11,4.67,0.71,5,0.12,Normal
196.46,56249.91,0.19,0.16,38,0.45,Suspicious
56.98,1280.57,0.43,0.5,119,0.67,Suspicious
983.26,50691.61,5.53,0.68,5,0.1,Normal
509.86,53137.35,3.5,0.84,2,0.06,Normal
231.26,94116.93,2134.0,0.2,2,0.02,Priority
122.6,41546.82,0.47,0.37,47,0.45,Suspicious
569.52,45639.55,8.34,0.91,3,0.11,Normal
734.58,58088.35,3.63,0.65,3,0.15,Normal
153.02,41353.08,3373.95,0.31,1,0.02,Priority
1048.71,425175.6,593.29,0.65,2,0.04,Priority
86.25,76202.02,0.26,0.39,12,0.53,Suspicious
956.82,56836.34,4.21,0.71,2,0.09,Normal
150.11,24471.99,359.06,0.28,2,0.04,Priority
104.83,50649.45,2004.2,0.18,2,0.01,Priority
61.61,7329.53,3.51,0.89,2,0.85,Suspicious
66.21,707.69,0.33,0.57,102,0.55,Suspicious
1133.07,268608.26,235.17,0.84,2,0.02,Priority
292.51,30827.35,1717.64,0.22,1,0.02,Priority
1406.16,286376.19,291.55,0.92,1,0.02,Priority
730.56,44939.47,4.18,0.67,5,0.08,Normal
192.72,85678.43,1282.69,0.21,1,0.04,Priority
981.78,20082.21,5.21,0.84,2,0.04,Normal
98.46,1282.06,0.04,0.44,186,0.7,Suspicious
69.58,41876.04,2.37,0.96,2,0.89,Suspicious
1098.42,437036.74,245.53,0.92,2,0.01,Priority
53.48,45894.36,2.53,0.93,2,0.84,Suspicious
1164.11,309876.95,545.79,0.84,2,0.03,Priority
1349.32,465821.49,261.35,0.72,3,0.03,Priority
780.46,57926.74,2.72,0.71,5,0.09,Normal
1229.11,145667.49,131.21,0.52,3,0.04,Priority
956.67,16664.3,9.57,0.69,4,0.12,Normal
115.97,53741.99,2360.49,0.2,2,0.04,Priority
1098.83,51378.09,1.49,0.79,5,0.08,Normal
151.83,38491.14,0.04,0.38,12,0.41,Suspicious
114.15,1239.45,0.8,0.69,26,0.61,Suspicious
1275.3,579378.21,96.99,0.91,1,0.03,Priority
1248.72,400593.94,73.33,0.57,2,0.03,Priority
965.24,622048.29,123.41,0.95,1,0.03,Priority
137.82,17471.57,0.28,0.13,89,0.58,Suspicious
52.39,31468.1,4.77,0.95,1,0.88,Suspicious
1289.04,235365.87,213.26,0.85,1,0.03,Priority
53.51,1516.73,0.83,0.64,127,0.72,Suspicious
1090.67,50724.45,4.87,0.79,1,0.03,Normal
1001.53,98433.21,102.4,0.67,1,0.05,Priority
1237.51,826835.24,199.77,0.97,2,0.03,Priority
118.88,77582.0,0.28,0.23,36,0.38,Suspicious
60.28,42161.68,4.26,0.97,2,0.75,Suspicious
1198.38,265665.39,132.9,0.98,1,0.02,Priority
108.47,1532.29,0.35,0.47,187,0.58,Suspicious
1097.37,642694.59,187.34,0.98,2,0.03,Priority
156.69,68220.48,0.11,0.36,12,0.54,Suspicious
549.38,39247.16,1.81,0.91,4,0.1,Normal
779.75,48285.3,3.98,0.86,3,0.1,Normal
273.58,54297.02,1523.07,0.25,2,0.04,Priority
151.15,26171.83,0.43,0.29,88,0.4,Suspicious
62.7,20900.69,3.12,0.93,2,0.75,Suspicious
465.63,33415.3,5.95,0.83,5,0.1,Normal
950.66,10035.53,7.31,0.81,4,0.11,Normal
1353.95,52068.7,5.81,0.84,2,0.1,Normal
997.27,31976.86,2.68,0.78,2,0.11,Normal
1295.21,31188.97,5.37,0.64,2,0.07,Normal
47.41,60936.55,0.2,0.49,53,0.31,Suspicious
776.84,53852.13,2.82,0.7,1,0.09,Normal
137.74,33667.89,0.27,0.42,59,0.56,Suspicious
60.41,24980.75,2.41,0.93,2,0.84,Suspicious
121.97,98724.97,2207.93,0.26,2,0.04,Priority
530.62,15291.9,2.51,0.91,2,0.12,Normal
1020.27,440229.66,45.76,0.56,1,0.04,Priority
1262.39,311127.42,87.84,0.97,1,0.03,Priority
1309.87,923152.1,76.44,0.97,2,0.01,Priority
71.36,182.37,0.71,0.42,181,0.63,Suspicious
70.19,1033.93,0.2,0.44,135,0.87,Suspicious
1045.47,3641.57,5.47,0.61,5,0.11,Normal
58.0,42316.39,3.82,0.91,2,0.87,Suspicious
865.63,59980.51,3.95,0.74,1,0.02,Normal
685.9,40671.0,1.78,0.62,3,0.12,Normal
1174.72,31317.58,0.2,0.84,5,0.12,Normal
503.62,50387.39,5.55,0.84,3,0.13,Normal
525.71,25451.61,7.65,0.92,4,0.05,Normal
72.96,308.5,0.82,0.68,104,0.59,Suspicious
170.59,51222.07,2981.16,0.31,2,0.03,Priority
1309.99,159364.23,487.89,0.58,3,0.03,Priority
1155.61,10692.32,9.15,0.73,2,0.05,Normal
45.37,61070.41,0.04,0.34,15,0.54,Suspicious
167.96,31683.2,0.16,0.4,25,0.33,Suspicious
53.89,42861.18,0.66,1.0,1,0.89,Suspicious
601.46,16647.3,1.78,0.63,2,0.03,Normal
953.0,17869.14,2.41,0.74,1,0.09,Normal
1120.71,434765.23,47.28,1.0,1,0.02,Priority
71.33,27364.89,1.37,0.96,1,0.95,Suspicious
193.78,24996.9,3315.2,0.21,1,0.05,Priority
844.03,430012.41,174.84,0.95,1,0.01,Priority
1228.78,390760.9,109.32,0.96,2,0.03,Priority
72.96,72796.08,0.08,0.37,70,0.61,Suspicious
1288.78,736210.71,138.69,0.98,2,0.02,Priority
1137.59,878842.73,244.75,0.95,1,0.03,Priority
1220.56,21232.26,2.02,0.67,2,0.14,Normal
72.41,8983.65,2.43,0.92,1,0.82,Suspicious
1158.31,209724.88,130.02,0.91,1,0.03,Priority
1006.83,8075.39,3.28,0.9,4,0.09,Normal
164.8,21011.92,1148.1,0.26,1,0.04,Priority
426.61,44378.48,6.29,0.8,5,0.11,Normal
1459.79,138217.46,260.59,0.96,2,0.03,Priority
47.03,1356.55,0.6,0.56,153,0.8,Suspicious
944.8,8412.97,2.97,0.68,3,0.07,Normal
66.12,30722.74,2.88,0.93,1,0.76,Suspicious
428.1,58797.22,9.81,0.73,3,0.11,Normal
188.94,41004.09,929.74,0.17,2,0.05,Priority
63.23,15796.63,0.47,0.29,60,0.46,Suspicious
145.68,10007.72,0.04,0.26,19,0.36,Suspicious
48.75,1703.29,0.12,0.32,156,0.54,Suspicious
1121.66,37465.0,1.01,0.64,3,0.15,Normal
67.43,46699.22,4.03,0.96,2,0.96,Suspicious
958.71,351178.7,170.15,1.0,2,0.02,Priority
56.6,37656.35,1.48,0.91,1,0.92,Suspicious
1130.89,252300.07,243.97,0.76,3,0.01,Priority
649.48,11673.25,4.67,0.61,4,0.04,Normal
905.93,46885.95,8.6,0.9,3,0.1,Normal
147.26,25837.44,1524.36,0.31,1,0.02,Priority
624.81,59978.5,5.01,0.87,4,0.14,Normal
147.27,81656.67,1956.41,0.3,2,0.04,Priority
112.21,23255.51,0.3,0.18,41,0.42,Suspicious
284.11,30761.9,890.09,0.19,1,0.02,Priority
697.53,5962.0,0.15,0.74,5,0.06,Normal
1366.61,36055.4,8.03,0.69,2,0.11,Normal
843.58,619154.02,18.5,0.97,2,0.03,Priority
891.39,451740.67,178.85,0.94,1,0.03,Priority
991.81,5261.53,1.56,0.63,5,0.13,Normal
298.72,70613.85,1697.13,0.19,2,0.03,Priority
990.42,130390.24,261.38,0.91,2,0.03,Priority
89.8,23109.9,0.35,0.2,43,0.59,Suspicious
70.08,44846.63,1.75,0.87,1,0.77,Suspicious
147.94,84037.13,247.31,0.27,1,0.03,Priority
1284.68,164052.06,379.81,0.58,3,0.03,Priority
90.67,309.35,0.58,0.41,151,0.54,Suspicious
45.6,1117.48,0.99,0.6,100,0.83,Suspicious
73.33,65575.71,0.47,0.46,27,0.46,Suspicious
41.87,50200.3,0.45,0.19,21,0.34,Suspicious
804.9,57107.73,9.39,0.6,5,0.09,Normal
76.88,41917.99,3.52,1.0,1,0.98,Suspicious
960.63,541314.19,285.66,0.98,1,0.02,Priority
236.62,76355.88,1710.16,0.2,2,0.02,Priority
1144.14,83237.87,453.31,0.56,1,0.02,Priority
77.89,5157.82,4.51,0.96,1,0.82,Suspicious
119.33,86644.33,1242.98,0.3,2,0.02,Priority
928.62,890877.47,160.25,0.91,2,0.04,Priority
906.5,6062.84,9.7,0.61,5,0.1,Normal
1171.47,102148.27,538.56,0.56,3,0.02,Priority
86.39,1440.46,0.42,0.59,190,0.88,Suspicious
85.4,1909.49,0.55,0.57,98,0.59,Suspicious
1062.5,20335.89,3.82,0.91,1,0.08,Normal
1143.08,51027.75,5.5,0.94,2,0.07,Normal
1166.71,58203.86,7.49,0.66,3,0.1,Normal
54.31,21755.39,3.04,0.97,1,0.75,Suspicious
65.18,17560.72,3.91,0.87,2,0.73,Suspicious
57.29,1709.52,0.35,0.44,160,0.77,Suspicious
850.96,793818.77,193.55,0.91,2,0.04,Priority
167.23,25999.97,1775.91,0.31,2,0.02,Priority
1235.47,6401.79,0.66,0.73,5,0.03,Normal
289.23,37263.18,555.39,0.12,1,0.04,Priority
58.1,27985.23,2.89,0.97,2,0.7,Suspicious
60.91,751.96,0.52,0.64,106,0.52,Suspicious
119.63,90449.88,1497.74,0.21,2,0.03,Priority
186.32,34124.68,0.36,0.14,28,0.64,Suspicious
235.38,20056.4,3453.19,0.15,1,0.04,Priority
785.92,42354.81,0.2,0.72,3,0.13,Normal
1223.49,80778.66,496.18,0.7,1,0.01,Priority
85.74,613.22,0.95,0.42,61,0.82,Suspicious
662.04,53021.32,8.93,0.67,5,0.07,Normal
486.57,19163.93,9.01,0.8,1,0.03,Normal
77.4,35826.25,0.67,0.87,2,0.89,Suspicious
129.3,16815.62,0.48,0.44,35,0.47,Suspicious
742.11,26367.5,8.33,0.64,5,0.09,Normal
1122.32,8739.92,5.97,0.84,4,0.06,Normal
506.31,54497.8,9.98,0.66,5,0.08,Normal
1387.2,223577.42,105.41,0.94,2,0.04,Priority
56.4,19066.11,4.6,1.0,1,0.88,Suspicious
883.24,45383.9,0.77,0.68,5,0.06,Normal
848.21,236021.73,298.1,0.99,1,0.02,Priority
49.61,57453.56,0.19,0.45,66,0.66,Suspicious
648.54,18945.16,7.73,0.71,4,0.07,Normal
1471.93,797518.52,162.82,0.97,1,0.01,Priority
1067.76,51431.92,9.4,0.8,3,0.05,Normal
1053.68,135714.33,260.34,0.71,2,0.03,Priority
1386.33,17619.23,3.22,0.92,1,0.08,Normal
1038.95,804684.97,85.75,0.99,2,0.03,Priority
1165.07,372459.62,315.83,0.73,3,0.02,Priority
74.25,1741.36,0.01,0.54,38,0.66,Suspicious
1042.78,35673.4,8.97,0.83,3,0.07,Normal
53.87,66122.35,0.46,0.16,49,0.53,Suspicious
855.57,53567.46,5.74,0.89,1,0.04,Normal
56.68,15066.17,3.76,0.94,2,0.81,Suspicious
986.54,34303.05,3.85,0.72,4,0.1,Normal
542.81,35209.94,2.9,0.7,1,0.15,Normal
933.33,39909.92,0.51,0.85,2,0.12,Normal
1319.12,249990.78,93.64,0.8,3,0.03,Priority
1170.91,25900.13,3.6,0.94,1,0.03,Normal
49.81,553.42,0.95,0.42,132,0.53,Suspicious
51.52,1476.37,0.05,0.49,161,0.72,Suspicious
660.71,31578.5,7.25,0.66,2,0.1,Normal
52.89,64399.38,0.2,0.42,82,0.65,Suspicious
112.95,1198.49,0.4,0.49,74,0.62,Suspicious
171.08,21248.95,0.24,0.47,96,0.62,Suspicious
639.46,52176.84,3.34,0.72,2,0.07,Normal
56.93,18929.0,4.96,0.99,1,0.86,Suspicious
716.32,10496.37,4.15,0.83,4,0.15,Normal
41.8,29053.73,0.83,0.97,1,0.72,Suspicious
102.25,15565.5,0.22,0.22,58,0.32,Suspicious
1430.09,306308.35,543.03,0.58,2,0.02,Priority
85.14,842.04,0.64,0.68,148,0.55,Suspicious
112.64,274.33,0.34,0.58,134,0.58,Suspicious
1049.86,370687.22,286.19,0.91,1,0.01,Priority
542.46,38797.7,7.75,0.82,1,0.1,Normal
1241.1,59814.11,4.36,0.71,1,0.11,Normal
198.09,39879.26,919.28,0.21,1,0.02,Priority
570.66,5403.16,7.85,0.69,4,0.1,Normal
752.43,33739.68,1.96,0.9,2,0.08,Normal
114.99,1923.74,0.5,0.51,86,0.85,Suspicious
476.87,48193.59,9.26,0.91,3,0.06,Normal
1056.28,230710.46,311.85,0.76,1,0.02,Priority
104.31,436.13,0.27,0.67,104,0.66,Suspicious
206.33,27957.06,2862.64,0.12,1,0.03,Priority
1396.03,287104.86,426.09,0.7,3,0.04,Priority
181.36,41460.93,0.08,0.44,53,0.32,Suspicious
976.06,246793.05,104.56,0.93,1,0.01,Priority
144.79,31968.55,0.28,0.36,67,0.36,Suspicious
53.04,20237.95,3.91,0.86,2,0.98,Suspicious
69.16,439.46,0.34,0.68,69,0.5,Suspicious
1240.8,259156.64,489.53,0.67,1,0.04,Priority
692.84,41090.97,3.22,0.88,5,0.11,Normal
189.53,41837.01,0.21,0.13,29,0.58,Suspicious
242.03,39071.45,757.39,0.31,1,0.02,Priority
1278.58,159443.02,61.58,0.64,3,0.03,Priority
969.14,23559.51,9.35,0.75,2,0.06,Normal
208.19,39215.47,2174.11,0.21,1,0.05,Priority
1013.73,244586.78,245.0,0.75,1,0.04,Priority
1108.61,421544.14,30.92,0.51,2,0.02,Priority
735.28,4953.98,9.76,0.89,2,0.14,Normal
1153.25,797080.75,24.86,0.95,1,0.04,Priority
437.57,43313.71,5.43,0.78,2,0.03,Normal
125.55,45400.83,0.05,0.2,79,0.42,Suspicious
52.25,28103.74,2.89,0.94,2,0.98,Suspicious
297.06,75290.16,133.78,0.27,2,0.02,Priority
69.05,6763.27,2.89,0.93,1,0.9,Suspicious
941.63,38375.21,2.65,0.65,3,0.07,Normal
1031.81,16328.41,6.38,0.79,3,0.04,Normal
1184.66,86046.56,99.27,0.53,2,0.02,Priority
105.61,1681.65,0.93,0.47,129,0.86,Suspicious
100.74,1646.3,0.53,0.66,42,0.88,Suspicious
590.13,20623.17,1.18,0.81,5,0.12,Normal
1301.05,199701.74,108.57,0.64,3,0.01,Priority
756.25,40751.29,7.32,0.84,1,0.05,Normal
1311.59,33693.44,5.32,0.87,2,0.14,Normal
229.23,78319.3,896.38,0.19,2,0.03,Priority
418.72,42962.41,7.15,0.64,4,0.1,Normal
163.05,45538.98,1277.0,0.11,2,0.04,Priority
831.66,821679.92,21.08,0.99,1,0.03,Priority
1337.27,173109.95,184.19,0.7,2,0.04,Priority
64.17,407.93,0.93,0.46,111,0.83,Suspicious
100.32,31523.32,0.42,0.47,40,0.51,Suspicious
81.73,989.66,0.85,0.46,62,0.58,Suspicious
729.45,25051.18,7.73,0.75,1,0.06,Normal
91.93,25332.45,0.05,0.38,14,0.42,Suspicious
1494.69,142921.4,397.04,0.51,1,0.04,Priority
159.69,67221.54,0.39,0.26,44,0.65,Suspicious
69.99,35404.72,4.87,0.93,1,0.9,Suspicious
1044.92,288911.99,555.67,0.89,3,0.02,Priority
70.04,49226.11,0.53,0.95,1,0.72,Suspicious
1256.5,405277.19,113.26,0.86,2,0.04,Priority
65.39,1945.67,0.1,0.53,66,0.6,Suspicious
118.08,64824.78,0.42,0.45,38,0.52,Suspicious
996.43,29596.68,0.37,0.73,3,0.15,Normal
1479.8,174921.55,359.65,0.69,3,0.05,Priority
1373.87,277490.05,557.23,0.64,3,0.02,Priority
902.18,39100.13,2.17,0.75,4,0.13,Normal
69.19,25340.57,1.9,0.98,1,0.95,Suspicious
688.98,44586.13,0.39,0.73,3,0.1,Normal
71.44,35334.86,1.79,0.93,1,0.86,Suspicious
46.14,14820.06,0.77,0.99,1,0.98,Suspicious
957.35,53426.96,3.33,0.65,4,0.09,Normal
695.07,18632.57,1.16,0.75,2,0.04,Normal
456.95,13136.55,4.82,0.75,2,0.14,Normal
107.73,69833.81,0.27,0.22,67,0.34,Suspicious
855.57,480081.78,70.3,0.91,2,0.04,Priority
1088.9,322978.89,427.82,0.5,2,0.02,Priority
136.2,43856.99,0.44,0.5,68,0.34,Suspicious
574.24,52648.93,4.47,0.94,2,0.13,Normal
1287.69,247799.82,172.07,0.51,1,0.01,Priority
1312.66,50174.85,6.91,0.72,4,0.08,Normal
833.52,44898.52,2.58,0.66,1,0.11,Normal
121.82,36939.62,0.11,0.4,47,0.54,Suspicious
1268.82,98926.22,439.44,0.59,3,0.04,Priority
954.81,25949.71,5.7,0.73,5,0.05,Normal
1366.82,359041.64,11.13,0.92,2,0.03,Priority
71.09,73968.85,0.21,0.18,71,0.31,Suspicious
627.78,35447.64,3.78,0.76,4,0.05,Normal
1310.24,570019.2,159.35,0.95,2,0.02,Priority
55.59,20970.69,3.78,0.94,2,0.9,Suspicious
481.97,39163.4,6.29,0.82,5,0.03,Normal
89.64,57142.77,0.26,0.45,47,0.68,Suspicious
1383.17,395726.87,96.62,0.99,1,0.02,Priority
156.99,70544.93,2347.68,0.16,2,0.02,Priority
765.9,14534.22,2.26,0.62,5,0.03,Normal
1101.74,26904.13,2.95,0.65,3,0.13,Normal
1129.38,298296.74,429.36,0.6,1,0.02,Priority
859.03,592726.78,95.26,0.99,2,0.04,Priority
118.37,325.2,0.27,0.66,56,0.55,Suspicious
61.81,20678.57,3.66,0.85,1,1.0,Suspicious
274.28,50776.71,167.33,0.21,1,0.03,Priority
864.6,41146.94,4.02,0.94,3,0.11,Normal
77.73,38139.44,0.17,0.42,28,0.44,Suspicious
1233.01,42192.26,2.99,0.72,1,0.1,Normal
700.56,48042.14,6.76,0.75,2,0.03,Normal
103.14,32019.69,0.17,0.17,33,0.41,Suspicious
1118.78,3704.19,2.11,0.8,3,0.05,Normal
45.57,1201.49,0.15,0.31,30,0.86,Suspicious
1251.14,19698.4,1.78,0.79,2,0.14,Normal
920.31,586926.33,59.68,0.94,2,0.02,Priority
1007.2,173257.6,168.01,0.92,2,0.03,Priority
76.03,1654.25,0.02,0.66,39,0.71,Suspicious
61.45,49566.85,3.66,0.88,1,0.96,Suspicious
1234.89,205490.57,246.41,0.74,1,0.01,Priority
1117.22,50142.97,7.45,0.9,1,0.02,Normal
972.53,433254.16,76.38,0.97,2,0.02,Priority
1173.67,169800.24,182.69,0.89,1,0.03,Priority
67.73,1360.23,0.49,0.6,164,0.76,Suspicious
492.56,43579.62,1.49,0.74,3,0.05,Normal
1370.28,226292.53,278.57,0.82,1,0.02,Priority
43.47,58158.8,0.27,0.45,70,0.53,Suspicious
1088.85,55497.67,3.46,0.78,2,0.06,Normal
53.71,10935.74,3.09,0.9,1,0.93,Suspicious
88.8,1421.72,0.92,0.61,32,0.58,Suspicious
222.88,43442.7,1667.24,0.31,2,0.03,Priority
788.53,52077.91,7.27,0.74,4,0.05,Normal
556.28,13985.23,5.23,0.85,3,0.05,Normal
1483.97,776925.33,53.21,0.91,2,0.02,Priority
1277.66,437614.8,45.9,0.75,3,0.02,Priority
615.16,38020.61,9.24,0.95,3,0.12,Normal
62.3,7090.99,2.27,0.91,1,0.84,Suspicious
1228.13,38672.98,8.99,0.82,1,0.14,Normal
1142.59,51028.33,4.66,0.81,1,0.06,Normal
927.37,15200.41,7.62,0.8,2,0.05,Normal
113.18,564.04,0.7,0.59,23,0.74,Suspicious
801.21,47938.24,7.66,0.65,1,0.04,Normal
1219.58,975255.0,229.57,0.92,1,0.02,Priority
74.32,64512.58,0.32,0.19,65,0.36,Suspicious
1232.44,13528.01,1.9,0.66,4,0.1,Normal
1080.06,56364.35,6.42,0.73,4,0.11,Normal
1048.4,274963.8,19.43,0.97,2,0.03,Priority
1294.52,11871.64,2.21,0.69,5,0.11,Normal
1068.48,137382.36,208.32,0.83,1,0.02,Priority
951.29,356537.28,41.8,0.97,2,0.03,Priority
1365.02,15802.69,6.79,0.85,1,0.09,Normal
125.19,96789.41,2026.02,0.24,1,0.01,Priority
105.99,67401.06,2819.41,0.25,2,0.03,Priority
187.95,62782.37,0.38,0.21,66,0.32,Suspicious
44.32,9245.09,3.72,0.9,2,0.8,Suspicious
936.31,53986.0,8.12,0.71,4,0.06,Normal
1486.49,405918.94,329.06,0.74,3,0.04,Priority
1396.57,42325.48,7.73,0.72,3,0.14,Normal
137.83,18099.93,0.26,0.3,57,0.54,Suspicious
804.66,26313.83,2.35,0.76,4,0.14,Normal
41.73,33975.64,2.99,0.88,2,0.88,Suspicious
108.37,541.41,0.45,0.55,142,0.68,Suspicious
414.29,44219.44,6.0,0.72,5,0.1,Normal
251.29,43814.04,2336.61,0.16,2,0.04,Priority
1451.75,415721.38,95.19,0.53,2,0.02,Priority
229.29,30322.75,3344.82,0.2,2,0.05,Priority
1192.03,110792.91,290.34,0.61,1,0.04,Priority
142.2,29659.88,1878.35,0.13,1,0.03,Priority
73.5,29140.03,4.13,0.98,2,0.88,Suspicious
909.89,318914.22,210.64,0.96,2,0.01,Priority
1275.01,18785.91,1.04,0.87,1,0.09,Normal
1375.44,52456.66,8.63,0.93,3,0.05,Normal
1208.84,143801.79,281.9,0.93,1,0.03,Priority
1318.63,220382.51,172.51,0.58,2,0.03,Priority
42.07,60579.92,0.12,0.43,72,0.69,Suspicious
1127.92,459415.33,189.36,0.99,2,0.04,Priority
125.02,25406.3,0.31,0.49,65,0.5,Suspicious
206.19,33836.09,900.1,0.14,1,0.02,Priority
1103.26,380611.12,77.25,0.81,1,0.03,Priority
190.61,44705.47,0.18,0.27,59,0.42,Suspicious
1267.81,166476.35,241.38,0.98,1,0.03,Priority
45.0,1907.82,0.85,0.49,53,0.57,Suspicious
49.07,14861.52,4.38,0.98,1,0.73,Suspicious
1281.0,120196.48,166.02,0.93,2,0.03,Priority
48.17,458.53,0.8,0.37,161,0.86,Suspicious
58.74,377.0,0.37,0.57,183,0.6,Suspicious
92.54,18159.24,0.02,0.17,27,0.62,Suspicious
1004.57,328708.47,231.57,0.89,3,0.04,Priority
246.72,31906.55,1263.58,0.17,2,0.04,Priority
110.57,318.98,0.59,0.68,164,0.78,Suspicious
939.62,8613.17,5.31,0.74,3,0.06,Normal
186.92,71644.35,2605.15,0.35,1,0.01,Priority
90.81,1421.4,0.25,0.36,107,0.69,Suspicious
115.48,62829.41,0.25,0.13,74,0.69,Suspicious
1393.32,163792.03,288.65,0.83,3,0.01,Priority
996.26,42874.49,0.17,0.78,3,0.09,Normal
110.74,880.56,0.36,0.35,96,0.62,Suspicious
1359.57,407390.37,372.39,0.79,3,0.05,Priority
469.71,51731.24,7.8,0.69,3,0.03,Normal
1167.93,794793.88,20.17,0.98,2,0.02,Priority
1006.32,22536.49,9.05,0.78,4,0.15,Normal
655.31,40036.31,9.79,0.73,2,0.05,Normal
234.86,62953.89,3540.84,0.31,1,0.03,Priority
70.13,37636.22,1.37,0.98,1,0.76,Suspicious
1018.97,756854.19,230.01,0.92,2,0.04,Priority
